ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P30655	0.02505	1.61E-04	-6.66	1.424149	-2.53	NFKBIE	NFKB inhibitor epsilon
A_23_P142849	0.0251	1.62E-04	-6.65	1.41852	-3.42	RND3	Rho family GTPase 3
A_23_P378555	0.02606	1.69E-04	-6.61	1.375917	-3.87	PARP15	poly(ADP-ribose) polymerase family member 15
A_24_P51786	0.02606	1.69E-04	-6.61	1.375171	-3.08	CCDC50	coiled-coil domain containing 50
A_24_P340112	0.0262	1.71E-04	6.6	1.366497	2.83	PDK3	pyruvate dehydrogenase kinase 3
A_24_P190804	0.0263	1.72E-04	6.59	1.359181	2.5	AP1S2	adaptor related protein complex 1 sigma 2 subunit
A_23_P209564	0.02637	1.73E-04	6.59	1.351249	2.9	CYBRD1	cytochrome b reductase 1
A_23_P170733	0.02637	1.74E-04	-6.58	1.349477	-2.7	ANTXR2	anthrax toxin receptor 2
A_32_P10123	0.02646	1.76E-04	6.57	1.338439	2.26	FAM204A	family with sequence similarity 204 member A
A_24_P382489	0.02646	1.76E-04	6.57	1.337072	3.29	SLC27A1	solute carrier family 27 member 1
A_23_P112596	0.02646	1.77E-04	6.56	1.328962	2.53	ADK	adenosine kinase
A_23_P420863	0.02646	1.78E-04	-6.56	1.32568	-2.41	NOD2	nucleotide binding oligomerization domain containing 2
A_23_P21560	0.02646	1.79E-04	-6.56	1.320074	-2.57	FAM49A	family with sequence similarity 49 member A
A_24_P935535	0.02646	1.79E-04	-6.55	1.317622	-3.93		
A_24_P88493	0.02646	1.80E-04	6.55	1.316951	2.48		
A_24_P274270	0.02646	1.80E-04	-6.55	1.314885	-3.04	STAT1	signal transducer and activator of transcription 1
A_32_P30345	0.02646	1.80E-04	-6.55	1.314305	-2.5		
A_24_P282383	0.02649	1.81E-04	-6.55	1.309825	-3.45	MYH7	"myosin, heavy chain 7, cardiac muscle, beta"
A_23_P81369	0.02653	1.82E-04	-6.54	1.304414	-3.55	ADAM19	ADAM metallopeptidase domain 19
A_24_P123516	0.02653	1.83E-04	6.53	1.298982	2.63	DCANP1	dendritic cell associated nuclear protein
A_23_P315836	0.02653	1.83E-04	6.53	1.297911	3.36	BAIAP2	BAI1 associated protein 2
A_24_P365365	0.02657	1.84E-04	6.53	1.293093	2.34	TCF3	transcription factor 3
A_23_P13222	0.02666	1.85E-04	-6.52	1.286449	-2.76	RCN1	reticulocalbin 1
A_23_P52939	0.02666	1.86E-04	6.52	1.283125	2.45	SLC43A1	solute carrier family 43 member 1
A_24_P414256	0.02683	1.88E-04	6.51	1.272813	2.52	TMA7	translation machinery associated 7 homolog
A_24_P50759	0.02683	1.89E-04	-6.5	1.268809	-2.78	TNF	tumor necrosis factor
A_24_P126628	0.02683	1.89E-04	-6.5	1.266798	-2.71	NEMP1	nuclear envelope integral membrane protein 1
A_23_P34345	0.0269	1.90E-04	-6.5	1.260905	-4.6	VCAM1	vascular cell adhesion molecule 1
A_23_P3866	0.02697	1.92E-04	6.49	1.25216	4.2	COTL1	coactosin like F-actin binding protein 1
A_23_P163467	0.02697	1.92E-04	6.49	1.251879	3.88	C15orf52	chromosome 15 open reading frame 52
A_23_P360754	0.0272	1.95E-04	-6.47	1.235924	-3.66	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4
A_32_P105694	0.0272	1.96E-04	6.47	1.234206	3.82		
A_32_P195401	0.0272	1.97E-04	6.46	1.228252	2.53	FAM117B	family with sequence similarity 117 member B
A_23_P85682	0.0272	1.97E-04	6.46	1.225614	4.12	NFIA	nuclear factor I A
A_23_P138680	0.0272	1.98E-04	-6.46	1.224643	-3.29	IL15RA	interleukin 15 receptor subunit alpha
A_32_P110390	0.0272	1.98E-04	-6.46	1.223931	-2.74	TMEM171	transmembrane protein 171
A_23_P77545	0.02749	2.00E-04	-6.45	1.210379	-3.06	SSTR5	somatostatin receptor 5
A_23_P393620	0.0275	2.01E-04	-6.44	1.206581	-5.57	TFPI2	tissue factor pathway inhibitor 2
A_24_P910733	0.02752	2.02E-04	-6.44	1.202604	-2.79	CCDC50	coiled-coil domain containing 50
A_24_P506977	0.02759	2.03E-04	-6.43	1.197075	-2.35	SNHG15	small nucleolar RNA host gene 15
A_23_P53646	0.02764	2.04E-04	6.43	1.191957	2.4	NAP1L1	nucleosome assembly protein 1 like 1
A_24_P319635	0.02777	2.08E-04	-6.41	1.173329	-3.89	MCL1	BCL2 family apoptosis regulator
A_23_P59022	0.02777	2.08E-04	6.41	1.173078	2.92	TRERF1	transcriptional regulating factor 1
A_23_P250353	0.02777	2.09E-04	-6.41	1.171282	-3.08	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
A_23_P86931	0.02777	2.09E-04	6.41	1.168086	2.94	SLC37A2	solute carrier family 37 member 2
A_23_P20814	0.02777	2.10E-04	-6.4	1.164522	-4.17	DDX58	DEXD/H-box helicase 58
A_23_P70045	0.02777	2.10E-04	6.4	1.164217	2.65	H2AFY	H2A histone family member Y
A_32_P224926	0.02777	2.11E-04	6.4	1.162591	2.38		
A_24_P696742	0.02777	2.11E-04	-6.4	1.162423	-2.48	MAP3K13	mitogen-activated protein kinase kinase kinase 13
A_23_P91910	0.02781	2.12E-04	-6.4	1.15687	-4.23	PLSCR4	phospholipid scramblase 4
A_23_P315320	0.02781	2.12E-04	-6.39	1.154716	-2.43	IL27	interleukin 27
A_24_P501698	0.02791	2.14E-04	6.39	1.148152	2.96		
A_24_P186204	0.02831	2.18E-04	6.37	1.128865	2.42	ADAT2	"adenosine deaminase, tRNA specific 2"
A_32_P148407	0.02831	2.18E-04	6.37	1.128161	2.35		
A_23_P213699	0.0284	2.20E-04	-6.36	1.12185	-4.79	NRG2	neuregulin 2
A_24_P337796	0.02924	2.27E-04	-6.33	1.090481	-3.02	STK17A	serine/threonine kinase 17a
A_23_P98350	0.02929	2.29E-04	-6.32	1.08293	-3.59	BIRC3	baculoviral IAP repeat containing 3
A_24_P923629	0.02929	2.29E-04	6.32	1.082754	2.56	XPNPEP3	X-prolyl aminopeptidase 3
A_24_P334361	0.02964	2.32E-04	-6.31	1.068071	-2.72	DDX60	DEXD/H-box helicase 60
A_24_P541489	0.02977	2.34E-04	6.3	1.058199	3.49	HAB1	B1 for mucin
A_23_P136857	0.02977	2.36E-04	-6.29	1.051607	-2.99		
A_24_P89891	0.02977	2.37E-04	-6.29	1.049242	-2.96	TRAF1	TNF receptor associated factor 1
A_23_P138435	0.02977	2.37E-04	6.29	1.047567	2.38	ZMIZ1	zinc finger MIZ-type containing 1
A_23_P200838	0.02977	2.37E-04	6.29	1.04743	2.63	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
A_24_P935919	0.02977	2.37E-04	-6.29	1.045848	-3.76	RAPGEF2	Rap guanine nucleotide exchange factor 2
A_23_P1083	0.02977	2.38E-04	-6.29	1.042771	-2.86	GJA4	gap junction protein alpha 4
A_23_P251480	0.0299	2.40E-04	-6.28	1.033679	-3.51	NBN	nibrin
A_23_P103256	0.0299	2.41E-04	-6.28	1.031754	-4.12	CFHR3	complement factor H related 3
A_23_P121011	0.0299	2.42E-04	-6.27	1.025774	-3.02	CSRNP1	cysteine and serine rich nuclear protein 1
A_23_P68730	0.0299	2.43E-04	6.27	1.024599	2.64	PDXK	"pyridoxal (pyridoxine, vitamin B6) kinase"
A_23_P412562	0.0299	2.43E-04	6.27	1.023809	2.96	C1orf162	chromosome 1 open reading frame 162
A_32_P171061	0.03021	2.46E-04	-6.25	1.009833	-2.35	ASCL2	achaete-scute family bHLH transcription factor 2
A_23_P70670	0.03021	2.47E-04	-6.25	1.007936	-2.72	CD83	CD83 molecule
A_23_P15478	0.03057	2.51E-04	-6.24	0.991451	-3.73	NTN1	netrin 1
A_23_P139786	0.03057	2.51E-04	-6.24	0.99001	-5.29	OASL	2'-5'-oligoadenylate synthetase like
A_24_P393353	0.03057	2.53E-04	-6.23	0.983314	-2.85		
A_23_P167468	0.03057	2.54E-04	-6.23	0.978545	-4.12	PRLR	prolactin receptor
A_24_P108281	0.03057	2.55E-04	6.22	0.975087	2.62		
A_23_P319423	0.03057	2.55E-04	-6.22	0.974438	-2.7	KCNK5	potassium two pore domain channel subfamily K member 5
A_23_P207400	0.03057	2.56E-04	6.22	0.973939	2.19	BRCA1	"BRCA1, DNA repair associated"
A_32_P214503	0.03057	2.56E-04	6.22	0.973581	3.06	PDK3	pyruvate dehydrogenase kinase 3
A_24_P51777	0.03072	2.59E-04	-6.21	0.96205	-2.96	CCDC50	coiled-coil domain containing 50
A_23_P203391	0.03072	2.60E-04	6.21	0.959026	3.47	ASRGL1	asparaginase like 1
A_23_P139600	0.03072	2.61E-04	6.2	0.954566	2.86	RASAL1	RAS protein activator like 1
A_24_P918397	0.03072	2.61E-04	-6.2	0.952998	-2.54	SLC25A28	solute carrier family 25 member 28
A_23_P127584	0.03072	2.62E-04	-6.2	0.951191	-4.79	NNMT	nicotinamide N-methyltransferase
A_24_P242357	0.03072	2.62E-04	6.2	0.948521	2.62	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
A_23_P113263	0.03072	2.62E-04	-6.2	0.948081	-2.53		
A_23_P110791	0.03072	2.63E-04	6.19	0.946163	3.1	CSF1R	colony stimulating factor 1 receptor
A_32_P212343	0.03077	2.64E-04	6.19	0.941877	2.42		
A_24_P198598	0.03084	2.65E-04	-6.19	0.93698	-2.16	PML	promyelocytic leukemia
A_24_P195831	0.03086	2.66E-04	6.18	0.933555	3.02	CCDC34	coiled-coil domain containing 34
A_23_P119992	0.03107	2.69E-04	-6.17	0.92402	-2.38	VRK2	vaccinia related kinase 2
A_23_P363968	0.03112	2.70E-04	-6.17	0.919804	-2.77	C1RL	complement C1r subcomponent like
A_23_P23221	0.03137	2.73E-04	-6.16	0.909163	-3.36	GADD45A	growth arrest and DNA damage inducible alpha
A_23_P93032	0.0316	2.77E-04	6.15	0.896784	2.57	ZBED3	zinc finger BED-type containing 3
A_24_P249824	0.0316	2.77E-04	6.15	0.89386	2.74	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
A_32_P53524	0.0316	2.77E-04	-6.15	0.893832	-2.84	NTN1	netrin 1
A_23_P153320	0.03167	2.79E-04	-6.14	0.888593	-2.5	ICAM1	intercellular adhesion molecule 1
A_24_P17870	0.03167	2.80E-04	-6.14	0.88629	-2.72	HCP5	HLA complex P5 (non-protein coding)
A_24_P174755	0.03186	2.82E-04	6.13	0.877669	3.05	SLC22A5	solute carrier family 22 member 5
A_23_P38567	0.03191	2.83E-04	-6.13	0.873153	-2.56	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1
A_32_P113682	0.03191	2.84E-04	6.12	0.870826	2.6	ZYG11B	"zyg-11 family member B, cell cycle regulator"
A_32_P90812	0.03191	2.85E-04	6.12	0.868121	4.19	KCNJ5	potassium voltage-gated channel subfamily J member 5
A_23_P1962	0.03194	2.87E-04	-6.11	0.860634	-3.36	RARRES3	retinoic acid receptor responder 3
A_24_P919989	0.03194	2.87E-04	6.11	0.860428	3.08	ABCC5	ATP binding cassette subfamily C member 5
A_23_P201510	0.03194	2.90E-04	-6.11	0.851534	-2.3	FCAMR	Fc fragment of IgA and IgM receptor
A_32_P109653	0.03194	2.90E-04	6.11	0.851114	4.91	SNCA	synuclein alpha
A_23_P143526	0.03194	2.90E-04	6.1	0.849978	3.52	S100B	S100 calcium binding protein B
A_32_P56759	0.03194	2.91E-04	-6.1	0.84871	-2.8	PARP14	poly(ADP-ribose) polymerase family member 14
A_24_P238609	0.03194	2.91E-04	-6.1	0.847904	-2.38	HCP5	HLA complex P5 (non-protein coding)
A_23_P65618	0.03194	2.91E-04	-6.1	0.846236	-2.39	TGM1	transglutaminase 1
A_23_P170908	0.03194	2.92E-04	6.1	0.843537	3.05	NUBPL	nucleotide binding protein like
A_23_P105794	0.03233	2.96E-04	-6.09	0.829017	-4.09	EPSTI1	epithelial stromal interaction 1 (breast)
A_32_P198029	0.03249	3.00E-04	6.08	0.819146	2.95		
A_32_P40673	0.03249	3.00E-04	6.08	0.8191	3.11		
A_24_P335092	0.03255	3.01E-04	-6.07	0.814724	-3.65	SAA1	serum amyloid A1
A_24_P161018	0.03255	3.02E-04	-6.07	0.811187	-2.48	PARP14	poly(ADP-ribose) polymerase family member 14
A_23_P29096	0.03255	3.03E-04	-6.07	0.808163	-3.61	PDE9A	phosphodiesterase 9A
A_23_P163306	0.03255	3.03E-04	-6.06	0.806811	-4.86	CGNL1	cingulin like 1
A_23_P156327	0.03267	3.05E-04	6.06	0.800844	2.24	TGFBI	transforming growth factor beta induced
A_23_P78092	0.03305	3.10E-04	6.05	0.786871	2.99	EVI2A	ecotropic viral integration site 2A
A_23_P146512	0.03327	3.13E-04	-6.04	0.776752	-2.54	GOLM1	golgi membrane protein 1
A_23_P145874	0.03327	3.13E-04	-6.04	0.775167	-3.98	SAMD9L	sterile alpha motif domain containing 9 like
A_23_P145631	0.03329	3.14E-04	-6.03	0.772199	-2.54	GIMAP6	"GTPase, IMAP family member 6"
A_32_P85835	0.03343	3.17E-04	6.02	0.762757	2.48	B3GLCT	beta 3-glucosyltransferase
A_23_P207582	0.03343	3.18E-04	-6.02	0.760617	-3.01	CCL16	C-C motif chemokine ligand 16
A_24_P184937	0.03343	3.18E-04	6.02	0.759697	2.46	KLHL36	kelch like family member 36
A_23_P60248	0.03343	3.19E-04	-6.02	0.75783	-2.96	TXN	thioredoxin
A_24_P216361	0.03355	3.21E-04	-6.01	0.749856	-3.66	PRAME	preferentially expressed antigen in melanoma
A_23_P253012	0.03355	3.23E-04	-6.01	0.745598	-2.37	GRAMD1C	GRAM domain containing 1C
A_23_P201248	0.03355	3.24E-04	-6.01	0.742553	-4.42	SLC26A9	solute carrier family 26 member 9
A_24_P79617	0.03355	3.24E-04	-6	0.741479	-2.83	KIAA0040	KIAA0040
A_32_P137604	0.03355	3.26E-04	-6	0.736854	-3.33	ANKRD33B	ankyrin repeat domain 33B
A_24_P201171	0.03355	3.26E-04	6	0.735966	2.48	STXBP1	syntaxin binding protein 1
A_24_P652537	0.03355	3.27E-04	-6	0.734522	-2.44	SRD5A3-AS1	SRD5A3 antisense RNA 1
A_23_P12572	0.03355	3.27E-04	-6	0.733805	-2.73	CASP7	caspase 7
A_32_P224498	0.03355	3.27E-04	-6	0.732112	-2.2	CLU	clusterin
A_23_P434268	0.03372	3.30E-04	-5.99	0.724713	-2.64	DOPEY1	dopey family member 1
A_23_P146187	0.03396	3.33E-04	5.98	0.714979	2.52	RRS1	ribosome biogenesis regulator homolog
A_32_P187009	0.03396	3.34E-04	5.98	0.712919	2.47	SERINC5	serine incorporator 5
A_32_P204048	0.03396	3.35E-04	5.98	0.710435	2.17	MBNL3	muscleblind like splicing regulator 3
A_32_P6575	0.03428	3.39E-04	-5.96	0.696365	-4.05		
A_23_P121480	0.03428	3.40E-04	-5.96	0.696206	-4.66	CD200	CD200 molecule
A_24_P49533	0.03428	3.40E-04	5.96	0.694076	2.59	ZYG11B	"zyg-11 family member B, cell cycle regulator"
A_32_P73507	0.03446	3.43E-04	5.95	0.686417	2.07	CHDH	choline dehydrogenase
A_23_P91230	0.03457	3.46E-04	-5.95	0.678832	-2.98	SLPI	secretory leukocyte peptidase inhibitor
A_23_P302672	0.03457	3.46E-04	5.95	0.67854	2.87	DDIT4L	DNA damage inducible transcript 4 like
A_32_P51848	0.03463	3.48E-04	5.94	0.672465	3.13	FAM105A	family with sequence similarity 105 member A
A_23_P207058	0.03463	3.48E-04	-5.94	0.671283	-3.85	SOCS3	suppressor of cytokine signaling 3
A_32_P307211	0.03463	3.49E-04	5.94	0.669605	2.39	GAS5-AS1	GAS5 antisense RNA 1
A_23_P318284	0.03478	3.53E-04	5.93	0.65927	2.22	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
A_24_P303091	0.03478	3.53E-04	-5.93	0.658143	-3.96	CXCL10	C-X-C motif chemokine ligand 10
A_24_P924915	0.03478	3.54E-04	5.93	0.656232	2.85	ABHD2	abhydrolase domain containing 2
A_23_P55107	0.03478	3.54E-04	-5.93	0.65458	-2.57	ULK2	unc-51 like autophagy activating kinase 2
A_24_P933400	0.03478	3.55E-04	5.92	0.651719	2.35	ERGIC2	ERGIC and golgi 2
A_23_P44836	0.03478	3.55E-04	5.92	0.651269	3.5	NT5DC2	5'-nucleotidase domain containing 2
A_32_P111254	0.0349	3.58E-04	5.92	0.645508	4.54		
A_23_P334664	0.03494	3.59E-04	-5.91	0.641458	-2.47	PML	promyelocytic leukemia
A_23_P215956	0.03494	3.60E-04	5.91	0.639106	4.41	MYC	v-myc avian myelocytomatosis viral oncogene homolog
A_23_P415021	0.03494	3.61E-04	5.91	0.635865	3.43	METTL7A	methyltransferase like 7A
A_24_P303589	0.03494	3.61E-04	-5.91	0.635001	-2.78	CUL1	cullin 1
A_23_P143713	0.03513	3.64E-04	-5.9	0.627401	-2.59	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
A_23_P370707	0.03535	3.69E-04	-5.89	0.615147	-2.5		
A_23_P87560	0.03535	3.69E-04	-5.89	0.613656	-3.31	BTG1	BTG anti-proliferation factor 1
A_24_P167654	0.03535	3.70E-04	-5.89	0.61244	-3.66	SLC8A3	solute carrier family 8 member A3
A_32_P181166	0.03535	3.70E-04	5.89	0.611297	2.94	C1orf162	chromosome 1 open reading frame 162
A_24_P500621	0.03535	3.71E-04	5.88	0.609344	2.57	HIPK2	homeodomain interacting protein kinase 2
A_23_P203376	0.03535	3.72E-04	5.88	0.607	4.77	MS4A6A	membrane spanning 4-domains A6A
A_23_P151610	0.03535	3.73E-04	-5.88	0.604307	-2.23	PSME1	proteasome activator subunit 1
A_24_P635355	0.03535	3.73E-04	-5.88	0.603003	-2.49		
A_23_P63798	0.03543	3.76E-04	-5.87	0.595405	-2.24	KLF6	Kruppel like factor 6
A_24_P180849	0.03543	3.78E-04	-5.87	0.5914	-2.27	BSPRY	B-box and SPRY domain containing
A_32_P44394	0.03543	3.78E-04	-5.87	0.590963	-5.06	AIM2	absent in melanoma 2
A_23_P121106	0.03543	3.78E-04	-5.87	0.590806	-3.07	HESX1	HESX homeobox 1
A_23_P145264	0.03543	3.79E-04	-5.87	0.588544	-2.59	HLA-F	"major histocompatibility complex, class I, F"
A_23_P143374	0.03543	3.80E-04	5.86	0.586639	4.1	NINL	ninein like
A_32_P13991	0.03543	3.80E-04	-5.86	0.584891	-2.39		
A_23_P214444	0.0357	3.84E-04	-5.85	0.575181	-2.08	TAP2	"transporter 2, ATP binding cassette subfamily B member"
A_23_P259641	0.0357	3.86E-04	-5.85	0.569724	-2.38	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
A_23_P56630	0.0357	3.87E-04	-5.85	0.567644	-3.08	STAT1	signal transducer and activator of transcription 1
A_23_P202939	0.0357	3.87E-04	5.85	0.5668	2.43	APLP2	amyloid beta precursor like protein 2
A_23_P77389	0.0357	3.87E-04	-5.85	0.566338	-2.26		
A_23_P66694	0.03581	3.90E-04	5.84	0.56103	2.86	EVI2B	ecotropic viral integration site 2B
A_32_P44808	0.0359	3.91E-04	5.84	0.55656	2.87		
A_23_P40761	0.03598	3.94E-04	-5.83	0.549127	-4.52	SLC51A	solute carrier family 51 alpha subunit
A_23_P381261	0.03598	3.95E-04	-5.83	0.547657	-2.53	ADCY4	adenylate cyclase 4
A_23_P139864	0.03598	3.96E-04	5.83	0.54461	3.68	GSG1	germ cell associated 1
A_24_P69654	0.03598	3.97E-04	-5.82	0.543391	-2.32	KLF6	Kruppel like factor 6
A_23_P68155	0.03598	3.97E-04	-5.82	0.543279	-2.88	IFIH1	interferon induced with helicase C domain 1
A_23_P422851	0.03647	4.03E-04	5.81	0.527813	3.14	CABLES1	Cdk5 and Abl enzyme substrate 1
A_23_P82550	0.0365	4.04E-04	-5.81	0.524762	-2.58	STK17A	serine/threonine kinase 17a
A_24_P687302	0.03661	4.06E-04	-5.8	0.519615	-3.01	LAMA3	laminin subunit alpha 3
A_23_P257815	0.03673	4.09E-04	5.8	0.514235	3.36	CD180	CD180 molecule
A_23_P17575	0.03677	4.10E-04	5.8	0.510385	2.25	AHCY	adenosylhomocysteinase
A_23_P41470	0.03677	4.11E-04	-5.79	0.507875	-2.25	DDX60	DEXD/H-box helicase 60
A_23_P75220	0.03677	4.12E-04	-5.79	0.505755	-2.59	SLC25A28	solute carrier family 25 member 28
A_23_P39364	0.03677	4.13E-04	5.79	0.50355	2.92	HOMER3	homer scaffolding protein 3
A_23_P74609	0.03677	4.13E-04	-5.79	0.502531	-4.95	G0S2	G0/G1 switch 2
A_23_P148785	0.03687	4.16E-04	-5.78	0.496101	-2.15	SFT2D2	SFT2 domain containing 2
A_23_P101960	0.03687	4.16E-04	5.78	0.495625	2.98	ZFP36L2	ZFP36 ring finger protein like 2
A_24_P414169	0.03694	4.18E-04	5.78	0.49174	2.87	TFDP2	transcription factor Dp-2
A_23_P68031	0.03714	4.21E-04	-5.77	0.48369	-4.56	STAT4	signal transducer and activator of transcription 4
A_23_P112026	0.03714	4.22E-04	-5.77	0.48182	-4.1	IDO1	"indoleamine 2,3-dioxygenase 1"
A_24_P66027	0.03714	4.24E-04	-5.77	0.477547	-5.18	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
A_24_P23034	0.03714	4.25E-04	-5.76	0.475862	-2.22	ZNFX1	zinc finger NFX1-type containing 1
A_23_P116653	0.03714	4.25E-04	-5.76	0.475661	-2.75	BCL2L14	BCL2 like 14
A_23_P163475	0.03718	4.27E-04	5.76	0.470634	2.39	C15orf52	chromosome 15 open reading frame 52
A_32_P161455	0.03718	4.28E-04	5.76	0.468764	2.5		
A_32_P429876	0.03718	4.28E-04	5.76	0.468496	4.34	PPM1L	"protein phosphatase, Mg2+/Mn2+ dependent 1L"
A_24_P90216	0.03735	4.32E-04	5.75	0.459763	3.81	LGR4	leucine rich repeat containing G protein-coupled receptor 4
A_23_P169092	0.03735	4.35E-04	-5.74	0.451359	-3.97	CYP7B1	cytochrome P450 family 7 subfamily B member 1
A_23_P337424	0.03735	4.36E-04	5.74	0.450965	3.09	SERBP1	SERPINE1 mRNA binding protein 1
A_24_P930596	0.03735	4.36E-04	5.74	0.450386	2.23		
A_24_P269006	0.03735	4.36E-04	5.74	0.449839	3.18	ALDH7A1	aldehyde dehydrogenase 7 family member A1
A_24_P56270	0.03735	4.36E-04	5.74	0.449507	2.54	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
A_24_P50509	0.03735	4.36E-04	-5.74	0.44934	-2.39		
A_23_P92623	0.03741	4.38E-04	5.74	0.445752	2.05	PPP3CA	protein phosphatase 3 catalytic subunit alpha
A_23_P407206	0.03755	4.41E-04	5.73	0.438671	2.65	CLN8	"ceroid-lipofuscinosis, neuronal 8"
A_23_P215154	0.03755	4.41E-04	-5.73	0.437892	-3.2	NUB1	negative regulator of ubiquitin like proteins 1
A_23_P117782	0.03761	4.44E-04	-5.73	0.432856	-3.03	LARP6	La ribonucleoprotein domain family member 6
A_24_P325015	0.03761	4.45E-04	5.72	0.429195	2.03	TCFL5	transcription factor like 5
A_23_P91640	0.03761	4.46E-04	-5.72	0.426979	-2.26	ASPHD2	aspartate beta-hydroxylase domain containing 2
A_23_P12733	0.03761	4.48E-04	-5.72	0.422536	-2.65	H2AFY2	H2A histone family member Y2
A_24_P101771	0.03761	4.51E-04	-5.71	0.417336	-2.4		
A_23_P86900	0.03761	4.51E-04	5.71	0.416647	2.4	B4GAT1	"beta-1,4-glucuronyltransferase 1"
A_24_P396702	0.03761	4.51E-04	5.71	0.416362	3.87	CD302	CD302 molecule
A_24_P59667	0.03761	4.52E-04	-5.71	0.414301	-3.04	JAK3	Janus kinase 3
A_32_P58215	0.03761	4.52E-04	5.71	0.413826	2.82	CD84	CD84 molecule
A_23_P60479	0.03761	4.54E-04	-5.71	0.411135	-2.38	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
A_24_P450596	0.03761	4.54E-04	5.71	0.411005	3.3	ZNF850	zinc finger protein 850
A_23_P206041	0.03761	4.55E-04	5.7	0.407249	2.14	MAN2A2	mannosidase alpha class 2A member 2
A_24_P390583	0.03761	4.55E-04	5.7	0.40707	2.27	USP31	ubiquitin specific peptidase 31
A_24_P230948	0.03761	4.56E-04	5.7	0.405614	2.64	PER3	period circadian clock 3
A_24_P137897	0.03761	4.57E-04	-5.7	0.402813	-2	IFRD1	interferon related developmental regulator 1
A_24_P163168	0.03761	4.59E-04	5.7	0.39997	2.87	PDGFC	platelet derived growth factor C
A_32_P218992	0.03761	4.60E-04	5.7	0.398085	2.46		
A_32_P192480	0.03761	4.60E-04	5.7	0.397377	2.4	MBNL3	muscleblind like splicing regulator 3
A_24_P715602	0.03761	4.60E-04	-5.69	0.396807	-4.65	LINC01093	long intergenic non-protein coding RNA 1093
A_24_P109633	0.03761	4.62E-04	5.69	0.392238	2.33	ITPK1	inositol-tetrakisphosphate 1-kinase
A_24_P295330	0.03761	4.63E-04	-5.69	0.390966	-2.42	TSTD2	thiosulfate sulfurtransferase like domain containing 2
A_23_P435394	0.03761	4.64E-04	-5.69	0.389726	-2.7	PTGER4	prostaglandin E receptor 4
A_23_P371266	0.03761	4.64E-04	5.69	0.389677	2.91	DNM3	dynamin 3
A_23_P4286	0.03761	4.64E-04	-5.69	0.388308	-3.29	XAF1	XIAP associated factor 1
A_24_P570454	0.03764	4.66E-04	5.68	0.384101	2.58		
A_23_P32414	0.03764	4.67E-04	-5.68	0.38295	-3.61	STK26	serine/threonine protein kinase 26
A_23_P11874	0.03764	4.70E-04	-5.68	0.376906	-2.28	MPZL1	myelin protein zero like 1
A_24_P234094	0.03764	4.70E-04	-5.68	0.376523	-2.37	RAB29	"RAB29, member RAS oncogene family"
A_23_P157495	0.03764	4.70E-04	-5.68	0.376298	-2.57	PPP3CC	protein phosphatase 3 catalytic subunit gamma
A_23_P211445	0.03764	4.70E-04	-5.68	0.375895	-3.08	LIMK2	LIM domain kinase 2
A_23_P114814	0.03785	4.75E-04	-5.67	0.364946	-2.16	RHOU	ras homolog family member U
A_24_P315405	0.03785	4.75E-04	-5.67	0.364763	-4		
A_23_P52634	0.03785	4.75E-04	-5.67	0.364657	-2.04	PANX1	pannexin 1
A_32_P126259	0.03809	4.79E-04	-5.66	0.356589	-4.6		
A_23_P406616	0.03811	4.81E-04	-5.66	0.353007	-2.1	CCDC71L	coiled-coil domain containing 71-like
A_23_P151870	0.03811	4.81E-04	5.66	0.352253	2.68	GLCE	glucuronic acid epimerase
A_23_P4764	0.03815	4.83E-04	5.65	0.34936	3.82	INSR	insulin receptor
A_23_P6381	0.03834	4.86E-04	-5.65	0.342423	-2.69	MN1	"MN1 proto-oncogene, transcriptional regulator"
A_32_P120211	0.03839	4.88E-04	-5.64	0.339296	-2.56		
A_23_P148916	0.0386	4.92E-04	-5.64	0.330084	-1.95	OSBPL9	oxysterol binding protein like 9
A_23_P102454	0.0386	4.92E-04	-5.64	0.330022	-2.41	INSIG2	insulin induced gene 2
A_24_P365767	0.03863	4.96E-04	5.63	0.323324	2.59	CYBB	cytochrome b-245 beta chain
